[2025-02-28 15:19:49,344] 20 root - INFO - models been read..
[2025-02-28 15:20:26,826] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:26,827] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:27,045] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:27,045] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:27,217] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:27,218] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:27,436] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:27,436] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:27,663] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:27,663] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:27,918] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:27,918] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:28,161] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:28,162] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:28,321] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:28,321] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:28,589] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:28,589] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:28,841] 52 root - INFO - response '{response.text}' been sent..
[2025-02-28 15:20:28,841] 149 root - INFO - 4 been sent.
[2025-02-28 15:20:29,844] 44 root - INFO - Command 'HAND_MOTOR:[4, 4, 4, 5, 5]' been sent to arduino.
[2025-02-28 15:20:32,849] 44 root - INFO - Command 'HAND_MOTOR:RESET' been sent to arduino.
[2025-02-28 15:20:35,863] 44 root - INFO - Command 'MOVE' been sent to arduino.
[2025-02-28 15:20:39,092] 70 root - INFO - camera shot '{cam_url}' done successfully.
[2025-02-28 15:20:41,972] 44 root - INFO - Command 'HAND_MOTOR:[]' been sent to arduino.
[2025-02-28 15:20:45,978] 44 root - INFO - Command 'HAND_MOTOR:RESET' been sent to arduino.
